,Default,checkingstatus1,duration,history,purpose,amount,savings,employ,status,others,residence,property,age,otherplans,housing,cards,job,liable,foreign
429,1,0,-0.24269830836735784,4,5,-0.7239450537985553,0,0,1,0,4,3,1.6893264131273473,2,2,2.7668329843182655,0,2.0,0
430,0,3,-1.312455900588528,2,9,0.06349941063077463,0,3,2,0,4,0,3.3470398127788457,2,1,-0.6983868084555068,1,1.0,0
431,1,1,0.25103596496548986,2,10,2.811534122633928,0,2,2,1,3,2,-0.5791235021852293,0,1,1.0342230879313794,3,1.0,0
432,0,0,-1.2301668550330533,4,2,-0.48610753176985605,0,0,2,0,4,3,0.031613013475848974,2,2,2.7668329843182655,3,1.0,0
433,0,3,0.25103596496548986,4,5,-0.4212427530347562,0,2,0,0,2,0,-0.23013120752175603,2,1,1.0342230879313794,2,1.0,0
434,0,0,-0.9832997183666294,2,2,-0.3940413942103595,0,2,2,0,2,0,-0.9281157968487027,2,1,-0.6983868084555068,2,1.0,0
435,1,1,-0.7364325817002055,2,3,-0.6214168551527524,4,2,3,0,1,0,-0.9281157968487027,2,1,-0.6983868084555068,2,1.0,0
436,0,3,-1.2301668550330533,2,5,-0.9087747996566354,2,3,3,0,4,0,-1.1026119441804394,2,0,-0.6983868084555068,1,1.0,0
437,0,3,0.25103596496548986,4,0,-0.6901177229528312,3,4,1,0,4,0,0.11886108714171731,2,1,1.0342230879313794,2,1.0,0
438,0,0,1.732238784964033,4,5,0.044667700675423076,0,0,2,1,4,2,2.5618071497860306,2,1,1.0342230879313794,0,1.0,0
439,1,2,-0.7364325817002055,1,9,-0.9265603035033564,0,1,1,0,1,0,-0.8408677231828344,2,1,-0.6983868084555068,0,1.0,0
440,0,3,-0.7364325817002055,2,0,-0.48192270733533343,0,4,2,0,4,2,0.29335723447345396,2,1,-0.6983868084555068,3,1.0,0
441,0,0,-0.7364325817002055,2,2,-0.5739888448948299,0,2,1,1,3,1,-0.49187542851936106,2,1,-0.6983868084555068,2,1.0,0
442,0,1,-0.07812021725640861,3,10,-0.22211485702539066,0,2,2,0,3,2,-0.5791235021852293,0,1,1.0342230879313794,2,1.0,0
443,1,3,-0.7364325817002055,2,6,-0.8881994128535662,0,4,2,0,4,2,0.46785338180519065,0,1,-0.6983868084555068,1,2.0,0
444,1,1,2.225973058296881,4,2,0.6382152996385407,0,2,1,0,3,2,-0.49187542851936106,2,1,-0.6983868084555068,3,1.0,0
445,0,3,-0.9832997183666294,4,6,-0.7051133438432038,4,4,1,0,4,1,0.46785338180519065,2,0,1.0342230879313794,1,1.0,0
446,1,0,1.2385045116311852,2,0,-0.4965695928561624,0,1,1,0,4,2,-0.14288313385588772,2,1,-0.6983868084555068,2,1.0,0
447,0,1,-1.1478778094775786,2,3,-0.2405978316111987,0,2,2,2,2,0,-0.05563506019001937,2,1,-0.6983868084555068,2,1.0,0
448,0,2,-0.7364325817002055,2,2,-0.6423409773253652,4,4,1,0,4,0,1.6893264131273473,2,1,-0.6983868084555068,3,1.0,0
449,1,1,-0.4895654450337817,3,5,-0.611652264805533,3,2,3,0,3,1,2.2128148551225575,1,1,1.0342230879313794,2,1.0,0
450,0,3,1.2385045116311852,4,1,2.715980631378996,4,2,2,0,2,2,-0.49187542851936106,2,1,-0.6983868084555068,3,1.0,0
451,0,3,-1.2301668550330533,2,3,-0.9582952221318192,0,2,1,0,1,0,-0.5791235021852293,2,1,-0.6983868084555068,2,1.0,0
457,1,0,-0.7364325817002055,2,1,0.04187781771907469,0,4,2,0,4,3,-0.05563506019001937,2,2,-0.6983868084555068,2,1.0,0
458,0,0,-1.2301668550330533,2,4,-1.01932391180194,0,1,1,0,1,0,-0.753619649516966,2,1,-0.6983868084555068,2,1.0,0
459,0,3,-0.24269830836735784,2,3,0.4631501441276799,0,1,2,0,2,2,-0.3173792811876244,2,1,-0.6983868084555068,2,1.0,0
460,0,0,1.2385045116311852,2,2,0.12348189419226478,0,2,2,2,2,1,0.11886108714171731,2,1,-0.6983868084555068,2,2.0,0
461,0,0,-0.4895654450337817,2,0,-0.5387665725709316,0,1,2,0,3,0,0.031613013475848974,2,1,-0.6983868084555068,2,1.0,0
464,0,3,-0.24269830836735784,2,9,-0.4589061729454593,0,3,2,0,1,2,-0.14288313385588772,1,1,1.0342230879313794,2,1.0,0
465,0,0,0.25103596496548986,2,1,-0.11923792301004418,0,2,2,2,4,3,2.387311002454294,0,1,-0.6983868084555068,2,2.0,0
466,1,0,0.25103596496548986,3,3,-0.5603881654826316,0,1,1,0,2,2,-0.5791235021852293,2,0,-0.6983868084555068,1,1.0,0
467,0,3,2.225973058296881,3,3,1.3852064612008193,4,4,2,0,3,2,-0.3173792811876244,0,1,1.0342230879313794,2,2.0,0
468,0,3,0.9916373749647615,3,9,-0.17503558213701176,0,2,1,0,2,2,-0.8408677231828344,2,1,1.0342230879313794,2,1.0,0
469,0,3,0.25103596496548986,3,1,0.49279265053888144,0,3,2,0,3,2,-0.05563506019001937,2,1,1.0342230879313794,1,1.0,0
470,1,1,0.25103596496548986,2,3,-0.06065038092672823,1,1,3,0,2,2,-1.1898600178463077,2,0,-0.6983868084555068,2,1.0,0
471,1,0,-1.2301668550330533,2,6,-0.9827066979998675,0,1,1,0,4,1,-1.1026119441804394,2,1,-0.6983868084555068,2,1.0,0
472,1,0,-0.9832997183666294,2,0,-0.9108672118738967,0,2,2,0,3,2,-0.6663715758510977,2,1,-0.6983868084555068,1,1.0,0
473,0,3,-1.2301668550330533,2,8,-0.7072057560604651,4,0,2,0,4,1,0.031613013475848974,2,1,-0.6983868084555068,3,2.0,0
474,1,1,-0.24269830836735784,4,3,-0.7047646084736602,0,2,3,0,2,2,-0.23013120752175603,2,1,-0.6983868084555068,2,1.0,0
475,1,0,-0.24269830836735784,0,2,-0.05297820279677019,0,1,1,0,4,1,-0.8408677231828344,2,0,-0.6983868084555068,2,1.0,0
476,0,3,1.4853716482976091,2,1,-0.24303897919800352,2,2,2,0,4,2,-1.015363870514571,2,1,-0.6983868084555068,2,1.0,0
477,0,2,0.25103596496548986,2,3,0.6577444803329794,0,3,2,0,2,2,-0.9281157968487027,0,1,-0.6983868084555068,2,1.0,0
478,0,1,-0.7364325817002055,2,9,-0.7773015653387181,1,3,2,0,4,0,0.29335723447345396,2,1,-0.6983868084555068,1,1.0,0
479,0,0,-0.4895654450337817,4,2,-0.6235092673700137,0,4,2,0,4,2,0.7295976028027957,2,1,1.0342230879313794,2,2.0,0
480,0,1,-0.7364325817002055,4,3,0.10709133182371805,0,2,1,0,1,0,-1.1026119441804394,2,1,-0.6983868084555068,1,1.0,0
481,0,1,0.25103596496548986,2,0,-0.7201089647335763,0,1,2,0,1,1,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
482,0,0,0.7447702382983376,2,2,0.12417936493135187,3,4,1,0,4,1,1.8638225604590841,2,0,1.0342230879313794,2,1.0,0
483,0,3,-0.4895654450337817,3,2,-0.8041541887935713,3,3,1,0,2,1,-0.49187542851936106,2,1,1.0342230879313794,2,1.0,0
484,0,3,-0.7364325817002055,4,0,-0.7333609087762312,2,2,2,0,4,0,0.7295976028027957,2,1,-0.6983868084555068,2,1.0,0
485,1,1,-1.2301668550330533,3,0,-0.7173190817772279,0,0,2,0,4,1,0.9913418238004007,2,1,-0.6983868084555068,3,1.0,0
486,0,3,-0.7364325817002055,2,3,-0.06588141146988144,0,2,2,0,4,2,1.4275821921297425,2,1,-0.6983868084555068,2,1.0,0
487,0,3,0.25103596496548986,2,0,0.17125863981973077,0,4,1,1,4,3,2.3000629287884258,2,2,-0.6983868084555068,2,1.0,0
488,0,3,-0.9010106728111548,2,0,-0.6444333895426265,1,2,2,0,2,0,-0.05563506019001937,2,0,-0.6983868084555068,1,1.0,1
489,0,3,-1.2301668550330533,2,0,0.08791088649882295,0,2,2,2,3,1,-0.8408677231828344,2,0,-0.6983868084555068,2,1.0,0
490,0,3,-0.7364325817002055,4,3,-0.4644859388581561,0,4,2,0,2,3,-0.8408677231828344,2,1,1.0342230879313794,2,1.0,0
491,1,1,0.4979031016319137,0,9,1.7618406603078502,0,4,1,0,4,3,0.555101455471059,2,2,1.0342230879313794,3,1.0,0
492,0,3,-1.2301668550330533,4,3,-0.7075544914300086,1,2,1,0,1,1,-0.753619649516966,2,1,1.0342230879313794,2,1.0,0
493,0,1,-1.2301668550330533,2,3,-1.0106055275633512,4,4,2,0,4,1,0.20610916080758565,2,1,-0.6983868084555068,2,1.0,0
494,0,0,-0.7364325817002055,4,0,-0.39892368938396916,0,2,2,0,2,0,0.29335723447345396,2,0,1.0342230879313794,1,2.0,1
495,1,0,0.25103596496548986,2,2,-0.09412897640290878,4,2,3,0,4,2,-1.3643561651780445,2,1,-0.6983868084555068,2,1.0,0
496,1,1,1.2385045116311852,2,2,2.0115351849010303,1,1,2,1,1,3,-0.5791235021852293,2,0,-0.6983868084555068,3,1.0,0
497,0,3,0.25103596496548986,4,2,-0.5861945828288542,0,3,2,0,3,1,0.3806053081393223,2,1,1.0342230879313794,2,1.0,0
498,0,1,-0.24269830836735784,2,3,-0.6852354277792215,0,4,3,2,2,0,-0.3173792811876244,2,1,-0.6983868084555068,1,1.0,0
499,0,2,-1.2301668550330533,4,0,-0.6775632496492635,1,4,0,0,4,2,-0.6663715758510977,2,1,1.0342230879313794,2,2.0,0
500,1,0,0.25103596496548986,2,0,-0.04983958447087826,0,1,1,0,1,1,-0.753619649516966,2,1,-0.6983868084555068,2,1.0,0
501,0,0,1.2385045116311852,2,1,0.776663241347329,0,4,2,0,4,3,0.555101455471059,2,2,-0.6983868084555068,2,2.0,0
502,0,2,-0.9832997183666294,2,3,-0.7462641174493424,1,4,0,0,4,0,1.1658379711321374,2,1,-0.6983868084555068,2,1.0,0
503,1,1,0.25103596496548986,4,3,-0.7148779341904231,1,1,2,0,4,3,0.20610916080758565,0,1,1.0342230879313794,2,2.0,0
504,1,0,0.25103596496548986,2,0,-0.718016552516315,0,1,1,0,4,1,-1.015363870514571,2,0,-0.6983868084555068,2,1.0,0
505,1,3,-0.9010106728111548,2,0,-0.6824455448228732,4,2,2,2,4,1,-0.753619649516966,2,1,-0.6983868084555068,1,1.0,0
506,0,2,-0.4895654450337817,4,1,-0.3159246714326049,2,2,2,0,2,2,0.031613013475848974,2,1,-0.6983868084555068,2,1.0,0
507,1,1,-0.4895654450337817,1,0,1.2498971378179229,1,0,2,0,2,1,-0.14288313385588772,2,1,-0.6983868084555068,3,2.0,0
508,0,3,0.25103596496548986,2,3,-0.6461770663903442,0,2,3,0,2,1,-0.6663715758510977,2,1,-0.6983868084555068,2,1.0,0
509,0,3,1.4853716482976091,2,1,1.855999210084608,1,4,2,0,2,2,0.816845676468664,2,1,-0.6983868084555068,3,1.0,0
510,1,0,-0.7364325817002055,2,0,-0.8742499980718242,0,3,2,0,2,0,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
511,0,3,1.2385045116311852,2,1,0.4952337981256863,0,2,2,0,2,3,-0.3173792811876244,2,2,-0.6983868084555068,3,1.0,0
512,0,2,-0.4895654450337817,2,9,-0.2018882055918649,0,3,2,0,4,1,-0.8408677231828344,2,0,-0.6983868084555068,2,1.0,0
513,0,1,-0.7364325817002055,3,3,-0.9349299523724015,0,2,3,1,4,0,-1.3643561651780445,2,0,1.0342230879313794,2,1.0,0
514,0,3,0.25103596496548986,2,0,-0.3525418852346774,4,1,2,0,1,1,1.602078339461479,2,1,-0.6983868084555068,2,1.0,0
515,0,0,-1.2301668550330533,4,0,-0.9265603035033564,0,3,1,0,3,1,0.11886108714171731,2,1,1.0342230879313794,2,1.0,1
516,0,0,-1.2301668550330533,4,0,-0.6643113056066088,0,1,2,0,4,0,0.3806053081393223,2,1,-0.6983868084555068,1,2.0,1
517,1,3,1.2385045116311852,4,2,1.3464968351814854,0,1,1,0,4,1,-1.1026119441804394,2,0,1.0342230879313794,2,1.0,0
518,0,0,-1.2301668550330533,2,0,-0.7194114939944892,1,4,2,0,2,1,0.6423495291369273,2,1,-0.6983868084555068,2,1.0,0
519,0,3,-1.2301668550330533,4,3,-0.8948253848748935,4,4,2,0,4,3,0.031613013475848974,2,2,1.0342230879313794,2,1.0,0
520,0,3,0.25103596496548986,4,5,0.7815455365209387,0,4,2,0,4,3,0.7295976028027957,2,2,1.0342230879313794,2,1.0,0
521,1,0,-0.24269830836735784,2,3,-0.026474314711460587,0,2,1,0,2,0,-1.015363870514571,2,1,-0.6983868084555068,2,1.0,0
522,1,0,2.225973058296881,0,2,1.343706952225137,0,2,2,0,4,3,1.5148302657956108,2,2,1.0342230879313794,2,2.0,0
523,0,3,0.25103596496548986,2,1,0.07744882541251653,1,3,1,0,4,2,-1.1026119441804394,2,1,-0.6983868084555068,2,1.0,0
524,0,1,-0.24269830836735784,2,3,-0.7507976772534085,0,2,1,2,4,0,-0.8408677231828344,2,1,-0.6983868084555068,1,2.0,0
525,0,1,0.4156140560764391,2,1,1.6390858102285217,0,1,2,0,3,2,-0.49187542851936106,2,1,1.0342230879313794,2,1.0,0
526,0,3,-0.4895654450337817,4,6,-0.6046775574146621,1,2,1,0,3,2,-0.4046273548534927,2,1,-0.6983868084555068,2,1.0,0
527,0,3,-1.3947449461440025,4,3,-0.614790883131425,0,3,2,0,1,0,0.555101455471059,2,1,1.0342230879313794,1,2.0,0
528,1,0,1.2385045116311852,2,3,-0.33615132286613064,0,2,0,0,4,2,-0.4046273548534927,2,0,-0.6983868084555068,2,1.0,0
529,0,0,-1.2301668550330533,2,0,-0.9080773289175483,0,1,2,0,4,0,0.46785338180519065,2,1,-0.6983868084555068,1,2.0,0
530,0,1,1.2385045116311852,2,6,-0.3462646485828935,0,3,2,0,1,2,-0.3173792811876244,2,1,1.0342230879313794,2,2.0,0
531,1,1,-0.4895654450337817,2,0,-0.22141738628630356,1,2,1,0,4,2,-0.6663715758510977,2,0,1.0342230879313794,2,1.0,0
532,0,3,-0.7364325817002055,3,1,-0.614790883131425,0,2,3,0,4,0,0.46785338180519065,2,0,-0.6983868084555068,2,1.0,0
533,0,3,0.25103596496548986,2,3,-0.6817480740837861,1,3,3,0,3,1,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
534,0,3,0.25103596496548986,2,3,-0.056116821122662114,4,1,2,0,2,2,-0.9281157968487027,2,1,1.0342230879313794,2,1.0,0
535,1,2,0.004168828299066009,4,6,-0.3302228215838903,0,1,0,0,1,2,-0.23013120752175603,2,0,-0.6983868084555068,2,1.0,0
536,0,0,-1.2301668550330533,2,0,-0.6597777458025427,4,0,1,0,3,1,3.4342878864447144,2,1,-0.6983868084555068,3,1.0,0
537,0,1,-0.24269830836735784,4,2,0.1206920112359164,0,4,1,0,4,1,0.11886108714171731,2,1,-0.6983868084555068,2,1.0,0
538,1,0,2.225973058296881,2,0,1.5682925302111816,0,4,2,0,4,3,0.555101455471059,0,2,-0.6983868084555068,3,1.0,0
539,0,2,-0.24269830836735784,2,2,-0.07564600181710077,0,1,1,0,1,1,0.816845676468664,1,1,-0.6983868084555068,1,1.0,0
540,1,1,-0.7364325817002055,2,3,-0.603980086675575,0,1,3,0,1,0,-1.1026119441804394,2,0,-0.6983868084555068,2,1.0,0
541,0,3,0.25103596496548986,3,0,-0.43030987264288845,0,4,2,0,4,3,2.125566781456689,2,2,1.0342230879313794,2,1.0,0
542,1,0,0.7447702382983376,2,2,1.0755294530461492,4,4,2,0,4,1,-0.4046273548534927,2,1,-0.6983868084555068,2,1.0,0
543,1,2,-0.24269830836735784,2,2,-0.14016204518265704,0,2,2,0,1,0,-0.14288313385588772,2,1,-0.6983868084555068,1,2.0,0
544,0,3,-0.7364325817002055,4,0,-0.7012772547782248,0,4,2,0,4,0,2.2128148551225575,2,1,1.0342230879313794,1,1.0,0
545,1,0,0.25103596496548986,3,0,-0.6740758959538281,0,0,2,0,2,0,0.6423495291369273,2,2,1.0342230879313794,2,2.0,0
546,0,3,0.25103596496548986,4,0,-0.4337972263383239,0,2,1,0,4,2,0.11886108714171731,2,1,-0.6983868084555068,2,1.0,0
547,0,3,0.25103596496548986,2,3,-0.5977028500237912,0,3,2,0,1,2,-0.3173792811876244,0,1,-0.6983868084555068,2,2.0,0
548,1,0,-0.7364325817002055,1,3,-0.9206318022211161,0,2,1,0,4,0,-1.015363870514571,0,1,-0.6983868084555068,1,1.0,0
549,0,3,2.225973058296881,4,1,1.950157759861366,4,3,2,0,1,3,-0.05563506019001937,2,2,1.0342230879313794,2,1.0,0
550,0,3,-0.7364325817002055,4,5,-0.7915997154900035,4,3,1,0,4,0,-1.1026119441804394,2,1,1.0342230879313794,2,1.0,0
551,0,3,-1.2301668550330533,1,3,-0.5286532468541688,2,4,2,0,4,1,0.816845676468664,0,1,-0.6983868084555068,1,2.0,0
552,1,0,2.225973058296881,2,3,1.3018587078799113,0,3,3,2,1,0,-0.14288313385588772,2,1,1.0342230879313794,2,1.0,0
553,0,1,-0.7364325817002055,4,0,-0.4432130813159997,1,1,2,0,1,2,-0.753619649516966,2,1,-0.6983868084555068,2,1.0,0
554,0,1,-0.9832997183666294,2,6,-0.7208064354726634,0,3,1,0,4,1,2.7363032971177677,2,1,1.0342230879313794,3,1.0,0
555,1,1,-0.7364325817002055,2,3,-0.6747733666929151,0,1,2,0,1,2,-1.1898600178463077,1,1,-0.6983868084555068,2,1.0,0
556,1,1,-0.24269830836735784,0,0,-0.3445209717351758,1,1,1,0,3,2,-0.6663715758510977,2,1,1.0342230879313794,2,1.0,0
557,1,3,0.004168828299066009,0,0,0.6057829102709908,4,2,1,0,4,1,-0.5791235021852293,0,1,1.0342230879313794,2,1.0,0
558,1,0,0.25103596496548986,1,2,0.09976788906330356,0,3,2,0,4,2,-0.753619649516966,0,1,-0.6983868084555068,2,1.0,0
559,1,1,-0.24269830836735784,4,2,-0.4665783510754174,0,1,2,0,2,0,-0.4046273548534927,2,1,1.0342230879313794,1,1.0,0
560,0,0,0.25103596496548986,2,1,-0.1052885082283023,4,4,2,0,4,3,1.1658379711321374,0,2,-0.6983868084555068,2,2.0,0
561,1,0,0.25103596496548986,1,3,-0.5997952622410525,0,3,2,2,4,2,-1.015363870514571,0,0,-0.6983868084555068,1,1.0,0
562,0,2,-1.2301668550330533,3,3,-0.9007538861571338,0,1,1,0,1,1,-0.5791235021852293,0,1,-0.6983868084555068,2,1.0,0
563,1,1,1.2385045116311852,2,0,3.1815423497196313,4,2,2,0,4,3,0.11886108714171731,2,2,-0.6983868084555068,2,1.0,0
564,0,1,0.25103596496548986,3,9,0.5043009177338185,4,2,2,0,2,1,0.11886108714171731,0,1,1.0342230879313794,3,1.0,0
565,0,1,0.25103596496548986,3,3,-0.5973541146542476,1,3,1,0,2,1,-1.1026119441804394,2,0,1.0342230879313794,2,1.0,0
566,1,0,-0.7364325817002055,2,0,-0.6604752165416297,0,3,0,0,3,2,0.031613013475848974,2,1,-0.6983868084555068,2,1.0,0
567,0,3,0.25103596496548986,4,3,-0.23990036087211158,3,4,2,0,2,2,-0.14288313385588772,2,1,-0.6983868084555068,2,1.0,0
568,0,1,2.225973058296881,2,3,0.24867789185839828,4,3,2,0,1,2,0.46785338180519065,2,1,1.0342230879313794,2,2.0,0
569,1,0,2.225973058296881,2,3,1.2178134838199164,0,2,1,0,2,2,-0.4046273548534927,2,1,-0.6983868084555068,2,1.0,0
570,1,0,0.25103596496548986,2,2,-0.011129958451544504,0,1,1,0,4,0,-1.1026119441804394,2,0,-0.6983868084555068,1,1.0,0
571,0,3,0.7447702382983376,4,3,0.9374302467069043,0,3,2,1,2,2,0.20610916080758565,2,1,-0.6983868084555068,2,1.0,0
572,0,3,0.25103596496548986,2,1,0.7557391191747161,4,0,1,0,4,1,-0.8408677231828344,2,0,-0.6983868084555068,3,1.0,0
573,0,0,-0.4895654450337817,2,9,-0.8578594357032775,0,2,1,0,4,1,-1.1898600178463077,2,1,-0.6983868084555068,1,1.0,0
574,0,1,-0.9832997183666294,2,3,-0.7616084737092584,0,4,2,0,4,2,-0.753619649516966,2,1,1.0342230879313794,1,1.0,0
575,0,3,-0.4895654450337817,4,2,-0.16666593326796664,0,3,1,1,3,2,-1.015363870514571,0,1,1.0342230879313794,2,1.0,0
576,0,1,-0.7364325817002055,2,3,-0.1171455107927829,0,3,1,0,1,0,-0.753619649516966,2,1,-0.6983868084555068,2,1.0,0
577,0,3,0.25103596496548986,4,6,-0.4669270864449609,4,2,1,0,2,2,-0.23013120752175603,2,1,1.0342230879313794,2,1.0,0
578,1,1,1.2385045116311852,4,0,-0.1555064014425731,0,1,0,0,4,2,-0.753619649516966,2,1,1.0342230879313794,2,1.0,0
579,0,3,0.25103596496548986,2,8,-0.8121751022930728,0,1,3,0,3,2,-0.753619649516966,2,1,1.0342230879313794,1,1.0,0
580,1,1,-0.24269830836735784,4,0,-0.7706755933173907,0,4,2,2,3,0,-0.49187542851936106,0,1,1.0342230879313794,2,1.0,0
581,0,1,-0.7364325817002055,4,0,-0.049490849101334715,0,1,2,0,3,0,1.1658379711321374,0,1,1.0342230879313794,1,2.0,0
582,0,3,-0.9832997183666294,2,2,-0.654895450628933,0,2,1,0,2,0,-0.8408677231828344,2,0,-0.6983868084555068,2,1.0,0
583,1,1,1.2385045116311852,2,5,-0.30755502256355977,0,1,2,0,1,3,-0.23013120752175603,2,0,-0.6983868084555068,1,1.0,0
584,0,3,-0.7364325817002055,2,0,-0.39508760031899015,4,4,1,0,4,3,1.4275821921297425,2,2,-0.6983868084555068,3,1.0,0
585,1,0,-0.24269830836735784,2,2,-0.4278687250560836,0,2,1,0,4,0,-1.3643561651780445,0,0,-0.6983868084555068,2,1.0,0
586,0,0,-0.9832997183666294,4,0,-0.1628298442029876,0,2,2,0,2,0,0.031613013475848974,2,0,1.0342230879313794,2,2.0,0
587,0,0,-0.7364325817002055,2,2,-0.6894202522137441,0,2,2,2,1,1,-1.2771080915121762,2,1,-0.6983868084555068,1,1.0,0
588,1,0,-0.24269830836735784,2,4,-0.7145291988208795,0,2,3,0,3,0,0.9913418238004007,2,1,-0.6983868084555068,1,1.0,0
589,1,0,-0.7364325817002055,4,2,-0.3556805035605693,0,4,2,0,3,1,2.125566781456689,2,1,1.0342230879313794,2,1.0,0
590,0,0,-0.7364325817002055,4,3,-1.0046770262811109,0,3,1,0,3,0,1.9510706341249524,2,1,4.499442880705152,1,1.0,0
591,0,1,0.25103596496548986,3,0,-0.4536751424023061,4,2,1,0,4,2,0.555101455471059,2,0,1.0342230879313794,2,1.0,0
592,0,3,0.004168828299066009,2,9,-0.5907281426329203,3,4,1,0,4,0,0.031613013475848974,0,1,-0.6983868084555068,1,1.0,0
593,1,1,0.25103596496548986,2,0,-0.19107740913601495,0,2,1,0,4,1,-1.3643561651780445,2,0,-0.6983868084555068,1,1.0,0
594,1,0,0.25103596496548986,1,10,-0.6653575117152394,4,4,2,0,3,2,0.3806053081393223,1,1,-0.6983868084555068,3,1.0,0
595,1,1,-1.2301668550330533,1,0,-0.8142675145103341,1,1,1,0,1,1,-0.3173792811876244,1,1,-0.6983868084555068,1,1.0,0
596,1,0,0.25103596496548986,2,0,-0.6360637406735814,0,3,1,0,4,2,-1.1026119441804394,2,0,1.0342230879313794,2,1.0,0
597,1,1,0.25103596496548986,0,9,0.3400465586788077,0,2,2,0,4,0,0.031613013475848974,2,1,2.7668329843182655,1,1.0,0
598,1,3,-0.24269830836735784,4,0,-0.17119949307203275,0,3,2,0,2,1,-0.4046273548534927,0,1,1.0342230879313794,2,1.0,0
599,0,3,0.25103596496548986,3,9,0.2082245889913468,0,2,2,0,2,3,-0.3173792811876244,2,2,-0.6983868084555068,2,1.0,0
600,0,1,-1.1478778094775786,2,3,-0.32673546788845487,0,1,1,2,1,0,0.816845676468664,2,1,-0.6983868084555068,2,1.0,0
601,1,1,-0.9832997183666294,2,2,-0.8188010743144002,0,2,1,0,1,1,-0.49187542851936106,2,1,-0.6983868084555068,2,1.0,0
602,1,1,0.25103596496548986,1,6,-0.4983132697038802,0,3,1,0,4,3,-0.14288313385588772,0,2,-0.6983868084555068,1,1.0,0
603,1,3,1.2385045116311852,2,2,0.028974609045963443,0,2,1,0,2,2,-0.6663715758510977,2,1,-0.6983868084555068,3,1.0,0
604,0,2,-0.9010106728111548,2,2,-0.6943025473873538,0,1,1,0,2,1,-1.1026119441804394,2,1,-0.6983868084555068,2,1.0,0
605,0,0,0.25103596496548986,1,2,-0.15271651848622475,2,2,2,0,4,0,-1.1898600178463077,1,1,-0.6983868084555068,2,1.0,0
606,0,3,0.25103596496548986,4,9,0.4394361389987187,0,2,2,0,2,0,3.3470398127788457,2,1,-0.6983868084555068,3,1.0,0
607,1,1,1.2385045116311852,2,3,-0.20746797150456167,1,2,1,1,4,3,1.2530860447980057,2,2,-0.6983868084555068,2,1.0,0
608,0,3,-0.24269830836735784,2,3,-0.423683900621561,0,1,2,0,1,0,-0.23013120752175603,2,1,-0.6983868084555068,2,1.0,0
609,0,3,-0.4895654450337817,2,1,-0.6855841631487651,4,4,2,0,4,3,0.816845676468664,0,2,-0.6983868084555068,2,2.0,0
610,1,0,-0.7364325817002055,2,4,-0.880527234723608,1,0,1,0,3,1,-1.1898600178463077,2,1,-0.6983868084555068,2,1.0,0
611,1,2,-0.9010106728111548,2,0,-0.706508285321378,1,4,1,0,4,3,1.078589897466269,2,2,-0.6983868084555068,1,2.0,0
612,0,0,0.004168828299066009,2,3,0.03176449200231182,3,1,1,0,2,2,-0.5791235021852293,0,1,-0.6983868084555068,2,1.0,0
613,0,0,0.25103596496548986,1,1,0.12766671862678736,0,2,1,2,4,2,-1.1898600178463077,0,0,-0.6983868084555068,2,1.0,1
614,1,3,-0.24269830836735784,3,2,-0.5084265954206431,0,3,1,0,1,0,-1.1898600178463077,2,1,-0.6983868084555068,2,1.0,0
615,0,1,2.225973058296881,0,9,3.117026306354075,4,2,2,0,2,2,1.078589897466269,0,1,-0.6983868084555068,3,1.0,0
616,0,1,3.2134416049625765,3,3,2.0544296353548868,4,2,2,0,2,3,-0.753619649516966,2,2,-0.6983868084555068,3,1.0,0
617,0,0,-1.2301668550330533,4,0,0.14301107488670342,0,2,2,0,3,0,0.11886108714171731,2,0,2.7668329843182655,2,2.0,0
618,1,1,0.7447702382983376,2,2,0.0610582630439698,1,2,1,1,4,2,-1.2771080915121762,2,0,-0.6983868084555068,2,1.0,0
619,0,3,-0.7364325817002055,2,0,-0.9157495070475064,0,2,0,0,2,0,1.1658379711321374,2,1,-0.6983868084555068,1,1.0,0
620,0,1,0.004168828299066009,4,9,0.1346414260176583,0,3,2,0,3,1,-0.753619649516966,2,1,1.0342230879313794,2,1.0,0
621,1,3,-0.24269830836735784,4,0,-0.6053750281537492,0,2,2,0,2,1,-0.3173792811876244,0,1,1.0342230879313794,2,1.0,0
622,1,3,2.225973058296881,2,9,0.22601009283806772,4,2,0,0,2,0,0.20610916080758565,0,1,-0.6983868084555068,2,1.0,0
623,0,0,-0.7364325817002055,2,2,-0.4909898269434657,0,1,1,0,1,2,-1.1898600178463077,2,0,-0.6983868084555068,2,1.0,0
624,1,0,-0.24269830836735784,2,3,-0.23222818274215354,0,2,2,0,4,3,2.5618071497860306,2,2,1.0342230879313794,2,1.0,0
625,0,3,-0.4895654450337817,2,3,-0.44879284722869645,4,4,2,0,2,2,-0.05563506019001937,2,1,-0.6983868084555068,2,1.0,0
626,0,2,-1.2301668550330533,2,2,-0.40101610160123047,0,2,2,0,2,0,0.46785338180519065,2,1,-0.6983868084555068,2,1.0,0
627,1,1,-0.9832997183666294,1,0,-0.6378074175212991,1,3,2,0,3,3,-0.5791235021852293,2,1,-0.6983868084555068,2,1.0,0
628,0,3,1.732238784964033,4,2,0.2706482201396418,2,2,2,0,4,0,0.031613013475848974,2,1,1.0342230879313794,2,1.0,0
